0;0;0;0;land;false;unknown;0
1;187;239;95;land;false;mountain;8
2;252;16;236;land;false;desert;11
3;212;243;78;land;false;marsh;11
4;50;216;246;land;true;plains;12
5;121;236;161;land;false;forest;8
6;201;176;185;land;true;plains;6
7;196;115;252;land;true;plains;8
8;213;183;155;land;false;forest;11
9;68;251;228;land;false;hills;2
10;214;153;143;land;false;plains;8
11;149;199;191;land;true;plains;11
12;198;243;180;land;false;forest;7
13;214;241;112;land;false;plains;2
14;178;186;187;land;true;plains;11
15;246;77;244;land;false;forest;2
16;185;155;249;land;false;marsh;8
17;248;172;215;land;true;plains;12
18;235;233;76;land;true;plains;11
19;145;204;224;land;false;plains;8
20;136;239;253;land;false;urban;11
21;172;252;194;land;false;desert;14
22;181;196;171;land;true;plains;12
23;166;155;180;land;true;plains;13
24;201;208;231;land;false;plains;11
25;83;246;178;land;false;forest;3
26;223;125;220;land;true;plains;12
27;208;222;132;land;false;plains;8
28;246;187;204;land;false;plains;10
29;235;167;132;land;false;plains;5
30;204;135;179;land;false;mountain;4
31;206;63;239;land;false;plains;11
32;215;239;134;land;true;forest;12
33;125;194;245;land;false;plains;16
34;142;224;198;land;true;plains;13
35;226;232;250;land;false;hills;5
36;246;90;226;land;false;plains;8
37;251;219;173;land;false;plains;8
38;68;234;227;land;true;plains;11
39;201;254;72;land;false;forest;8
40;234;122;218;land;false;plains;11
41;220;235;196;land;false;desert;14
42;235;193;198;land;false;plains;8
43;96;245;171;land;false;plains;13
44;214;96;245;land;false;forest;5
45;187;186;199;land;false;plains;8
46;118;246;216;land;false;desert;14
47;248;96;197;land;false;desert;14
48;138;144;247;land;false;plains;13
49;230;235;102;land;false;desert;14
50;189;223;123;land;false;mountain;8
51;204;178;226;land;false;plains;11
52;249;210;60;land;false;desert;14
53;247;197;234;land;false;plains;5
54;112;227;211;land;false;forest;8
55;122;228;213;land;false;urban;10
56;99;227;179;land;false;plains;11
57;195;137;243;land;false;mountain;11
58;238;153;111;land;true;plains;8
59;217;107;188;land;false;plains;7
60;88;216;249;land;false;mountain;11
61;207;191;109;land;true;plains;12
62;196;160;215;land;true;plains;12
63;226;123;233;land;true;plains;12
64;190;128;196;land;false;plains;10
65;210;226;108;land;true;desert;5
66;126;212;252;land;false;plains;10
67;217;241;93;land;false;forest;8
68;240;42;236;land;true;forest;2
69;238;211;91;land;false;urban;8
70;215;172;176;land;false;plains;8
71;213;210;156;land;false;plains;3
72;227;157;120;land;false;forest;8
73;161;207;149;land;true;plains;15
74;242;197;164;land;true;plains;10
75;234;229;253;land;false;forest;11
76;239;163;197;land;false;plains;11
77;227;184;236;land;false;plains;10
78;250;82;201;land;false;plains;11
79;197;203;223;land;false;jungle;11
80;210;166;183;land;false;plains;13
81;44;231;247;land;false;mountain;7
82;109;220;203;land;false;forest;8
83;243;193;200;land;false;plains;11
84;252;249;179;land;false;plains;7
85;248;230;82;land;false;urban;8
86;118;194;241;land;false;desert;14
87;218;231;178;land;false;plains;12
88;166;232;192;land;false;forest;8
89;234;247;78;land;false;plains;8
